target,source,weight
EAF1,Cytosol,0.692151325
GOLGA4,Cytosol,0.08678385
IQSEC1,Cytosol,0.334712756
PTPRG,Cytosol,0.306516094
IL17RD,Cytosol,0.088293901
ARL6IP5,Cytosol,-0.568412424
TMF1,Cytosol,0.402144279
LRIG1,Cytosol,-0.045849278
LIMD1,Cytosol,0.466462961
NXPE3,Cytosol,0.394746372
SRPRB,Cytosol,-0.523612023
TCTA,Cytosol,0.392290183
VPRBP,Cytosol,0.470174337
SLIT2,Cytosol,0.272230171
DGKQ,Cytosol,-0.336136974
ATP10D,Cytosol,-0.345564134
SCD5,Cytosol,-0.030366111
ENOPH1,Cytosol,-0.127380471
TRMT10A,Cytosol,0.101968997
KLHL8,Cytosol,0.511085141
USP53,Cytosol,0.349638019
MARCH6,Cytosol,-0.433068314
FAM105A,Cytosol,-0.294297941
PIK3R1,Cytosol,0.714759748
LHFPL2,Cytosol,0.345413276
IQGAP2,Cytosol,0.656144238
PPIP5K2,Cytosol,0.301755312
PAM,Cytosol,-0.512788797
BDP1,Cytosol,0.422328909
SLC30A5,Cytosol,-0.631485253
ATG12,Cytosol,-0.10225956
YIPF5,Cytosol,-0.418848182
RNF145,Cytosol,0.158678227
FBXO38,Cytosol,0.073704497
PCYOX1L,Cytosol,-0.299685022
TNIP1,Cytosol,0.512294194
ZNF300,Cytosol,-0.035266078
GFOD1,Cytosol,0.029410882
TRIM41,Cytosol,0.396681096
FAM193B,Cytosol,0.043133843
RNF44,Cytosol,0.055331383
MUT,Cytosol,-0.326703655
PHIP,Cytosol,0.240415074
MMS22L,Cytosol,0.048204206
PM20D2,Cytosol,0.17205624
RNF217,Cytosol,0.009717433
AIG1,Cytosol,-0.674894596
TMEM181,Cytosol,0.025822216
SDK1,Cytosol,-0.008479419
RBAK,Cytosol,0.176933668
CREB5,Cytosol,0.227161803
PURB,Cytosol,-0.30906354
GBAS,Cytosol,-0.205613786
ZNF92,Cytosol,-0.740536371
TMEM168,Cytosol,-0.608972563
C7orf43,Cytosol,-0.259099355
SLC12A9,Cytosol,-0.358826326
GIGYF1,Cytosol,-0.25118113
TMEM209,Cytosol,-0.58193202
NOM1,Cytosol,0.140997822
SH3KBP1,Cytosol,0.575402876
CASK,Cytosol,0.057766216
SLC16A2,Cytosol,-0.248175589
OGT,Cytosol,-0.306156262
ZNF711,Cytosol,-0.316373826
DIAPH2,Cytosol,0.550463262
CXorf57,Cytosol,-0.280145907
GPC3,Cytosol,-1.02602161
BIN3,Cytosol,0.148328298
SLC25A37,Cytosol,0.229404303
CHMP7,Cytosol,0.221144187
ERLIN2,Cytosol,-0.124741426
TACC1,Cytosol,0.373352833
WHSC1L1,Cytosol,0.304263161
TERF1,Cytosol,-0.250984395
MTDH,Cytosol,-0.386579262
LRP12,Cytosol,-0.566561622
EBAG9,Cytosol,-0.957529812
UTP23,Cytosol,-0.488064788
ZNF7,Cytosol,-0.158666661
ARHGAP39,Cytosol,0.398874114
NAPRT1,Cytosol,-0.543094906
UHRF2,Cytosol,-0.510375654
ZCCHC7,Cytosol,-0.160233272
SIGMAR1,Cytosol,-0.466994241
CEP78,Cytosol,0.135609446
HIATL1,Cytosol,-0.287808553
INIP,Cytosol,0.594008352
UGCG,Cytosol,0.1042351
STOM,Cytosol,-0.259945206
MRRF,Cytosol,-0.501612853
NR6A1,Cytosol,0.340392811
SURF4,Cytosol,0.188867902
MED22,Cytosol,0.886385205
SH3GLB2,Cytosol,0.052727106
FAM73B,Cytosol,-0.122026301
GPR107,Cytosol,0.304638089
C9orf142,Cytosol,-0.615999214
INPP5E,Cytosol,-0.005621138
DPH7,Cytosol,-0.298957289
NOTCH1,Cytosol,-0.134987023
NACC2,Cytosol,0.518811154
USP6NL,Cytosol,0.298892544
FAM171A1,Cytosol,0.195780371
PARD3,Cytosol,0.410634334
POLR3A,Cytosol,0.651887693
FRA10AC1,Cytosol,-0.331121024
ADD3,Cytosol,0.419471241
DNAJB12,Cytosol,0.48499992199999997
EIF4EBP2,Cytosol,0.424107871
MKI67,Cytosol,0.67214927
MTG1,Cytosol,-0.225124468
PPRC1,Cytosol,0.167887656
ITPRIP,Cytosol,0.427003769
CNNM2,Cytosol,0.075354048
PDCD11,Cytosol,0.216407722
LIN7C,Cytosol,0.52195457
DGKZ,Cytosol,0.160261264
TNKS1BP1,Cytosol,0.73850356
SLC43A1,Cytosol,-1.018388349
PTPRJ,Cytosol,-0.264596583
CELF1,Cytosol,0.483265778
SESN3,Cytosol,0.403613063
ENDOD1,Cytosol,0.040057115
SERPINH1,Cytosol,-0.402439521
NCAM1,Cytosol,-0.082555278
NPAT,Cytosol,0.375142281
ATM,Cytosol,0.284566679
GLB1L2,Cytosol,-0.342348505
HYOU1,Cytosol,-0.001722105
DAK,Cytosol,0.210645618
TMEM138,Cytosol,-0.301809913
FADS1,Cytosol,0.102963657
EML3,Cytosol,0.103194044
B3GAT3,Cytosol,-0.12993756
SIDT2,Cytosol,-0.13117898
SOGA1,Cytosol,0.736436377
LSM14B,Cytosol,0.534099468
ORAOV1,Cytosol,0.211872907
TAOK2,Cytosol,0.408078563
ITGB1,Cytosol,-0.564491938
ARID5B,Cytosol,0.672676086
TMCO3,Cytosol,-0.114019362
LATS2,Cytosol,0.069111753
LPHN3,Cytosol,0.07985012
PRSS23,Cytosol,0.300824167
PIP4K2A,Cytosol,0.649616592
FREM2,Cytosol,-0.151651543
CRIM1,Cytosol,-0.043175179
IPMK,Cytosol,0.367869374
PLBD2,Cytosol,-0.131572838
GXYLT1,Cytosol,0.055605318
CSNK1G3,Cytosol,0.114498057
MIPOL1,Cytosol,-0.251891819
EXT2,Cytosol,-0.458436061
TMEM18,Cytosol,-0.56899005
NEK7,Cytosol,0.161807422
FER,Cytosol,0.629576698
VIPAS39,Cytosol,0.284519556
ANKRD50,Cytosol,0.36868904
UPF2,Cytosol,0.749842894
EPS8,Cytosol,0.272796757
FAM160B1,Cytosol,-0.049870063
ADAM17,Cytosol,-0.263259375
WWC2,Cytosol,0.504505814
BICD1,Cytosol,0.105949663
NBAS,Cytosol,0.376008265
GUF1,Cytosol,-0.150477254
SACS,Cytosol,0.081781023
PABPC3,Cytosol,-0.369724606
DST,Cytosol,0.541171759
TIAL1,Cytosol,-0.209569965
TMEM56,Cytosol,0.228219305
FAM168B,Cytosol,0.753352681
AC093838.4,Cytosol,-0.407137477
MGAT5,Cytosol,0.404568018
GPATCH11,Cytosol,0.72858671
POU4F1,Cytosol,0.052174142
RNF219,Cytosol,0.317773105
EPG5,Cytosol,0.411116749
C18orf25,Cytosol,0.491216587
PDK1,Cytosol,0.049805114
PDE3B,Cytosol,0.040357236
TGOLN2,Cytosol,0.320104678
UHMK1,Cytosol,0.144334275
TADA1,Cytosol,-0.475746783
CWF19L2,Cytosol,0.231077797
JMY,Cytosol,0.09278229
HOMER1,Cytosol,0.259436507
USP12,Cytosol,0.417504472
CCDC50,Cytosol,-0.000452316
PAN3,Cytosol,0.227044989
TMEM123,Cytosol,-0.354220316
GJA1,Cytosol,-0.747724922
SLC30A6,Cytosol,-0.394803414
SAR1B,Cytosol,-0.416851442
GPR180,Cytosol,-0.239799919
UTRN,Cytosol,0.542860137
PTPRK,Cytosol,-0.515623351
PLOD2,Cytosol,-0.742931528
GPR125,Cytosol,-0.389698452
SREK1IP1,Cytosol,0.433584254
TXNDC11,Cytosol,-0.018126987
BCL2L11,Cytosol,0.313455843
CLGN,Cytosol,-1.04679384
RASSF3,Cytosol,0.518577095
RANBP2,Cytosol,0.369017063
TMEM87B,Cytosol,0.001608397
RBMS1,Cytosol,0.645744985
LPCAT1,Cytosol,0.389993751
UBALD1,Cytosol,-0.234673936
RMND5A,Cytosol,0.312420235
ZDHHC7,Cytosol,0.397417094
TRIP12,Cytosol,0.579394563
CEBPG,Cytosol,0.146717314
SREK1,Cytosol,-0.387828431
CHD1,Cytosol,0.548492709
DGKE,Cytosol,-0.207768739
HS2ST1,Cytosol,0.008865727
MSI2,Cytosol,0.721142402
CACNA2D1,Cytosol,-0.740580205
NUS1,Cytosol,-0.204447463
IMPACT,Cytosol,-0.223103831
TBCEL,Cytosol,0.405672257
FAM105B,Cytosol,0.631175482
TBRG1,Cytosol,0.113219698
CC2D1B,Cytosol,0.429265947
MIA3,Cytosol,-0.47344022
TRIM11,Cytosol,0.311908887
CCSAP,Cytosol,0.338184355
CXADR,Cytosol,-0.371947282
GABPA,Cytosol,-0.090254904
ADAMTS1,Cytosol,-0.588573851
TSEN2,Cytosol,-0.451159343
FLCN,Cytosol,0.095686021
SKA1,Cytosol,0.861374601
RAB6B,Cytosol,0.58405914
ACSS1,Cytosol,0.596943052
ANKRD40,Cytosol,0.635948712
VOPP1,Cytosol,0.295835966
APOOL,Cytosol,0.347320531
CYP2U1,Cytosol,-0.153618644
AGPAT5,Cytosol,-0.379518866
MARVELD1,Cytosol,0.437782175
ZFYVE27,Cytosol,0.070725676
SLC25A28,Cytosol,0.149134419
HSPA13,Cytosol,-0.833278699
USP25,Cytosol,0.040330714
RHOC,Cytosol,0.061471786
SLC16A1,Cytosol,-0.659171379
LARP1,Cytosol,0.808708825
MIER3,Cytosol,0.110177751
ZKSCAN2,Cytosol,0.496913823
PDIA4,Cytosol,-0.453530294
FAM126B,Cytosol,0.350076773
FZD7,Cytosol,-0.087870751
FMN2,Cytosol,0.49031914
PPARGC1B,Cytosol,-0.03006821
SLC26A2,Cytosol,0.250789727
LSM11,Cytosol,0.571636094
PSD3,Cytosol,0.423843536
DCK,Cytosol,-0.499282332
ADAMTS3,Cytosol,-0.357732759
DPY19L4,Cytosol,-0.459367943
NDUFAF6,Cytosol,-0.440334251
N6AMT1,Cytosol,-0.044700737
CDK20,Cytosol,0.075460162
PCGF6,Cytosol,-0.867308778
ANKRD9,Cytosol,0.814219772
SFXN2,Cytosol,0.192988437
PTDSS1,Cytosol,-0.576958359
SUPV3L1,Cytosol,-0.066227874
TYSND1,Cytosol,0.120274583
CD109,Cytosol,0.086665579
ZDHHC5,Cytosol,0.632638057
ZFAND3,Cytosol,0.840785077
NPTN,Cytosol,-0.681045565
KAT6B,Cytosol,0.438530105
SAMD8,Cytosol,0.143112482
BAG4,Cytosol,0.481747953
ATAD2,Cytosol,0.658163625
PHKG2,Cytosol,-0.409027906
SASS6,Cytosol,-0.131701201
ZIC3,Cytosol,-0.266125444
EXOG,Cytosol,-0.238369444
SMG1,Cytosol,0.361106557
FCHO2,Cytosol,-0.132490075
C1orf27,Cytosol,-0.497254621
LRP8,Cytosol,-0.480050153
PAXIP1,Cytosol,0.288292853
SSBP3,Cytosol,0.80845922
CLDN12,Cytosol,-0.6258789
GATAD1,Cytosol,0.171426248
ST3GAL2,Cytosol,1.020200141
FUK,Cytosol,-0.20524783
KIT,Cytosol,-0.326892501
AASDH,Cytosol,-0.290856734
DYRK1A,Cytosol,0.401378146
TSPAN18,Cytosol,0.302414498
SLC35B2,Cytosol,-0.200226598
TMEM164,Cytosol,0.575428112
TAB3,Cytosol,0.758023189
SLC38A10,Cytosol,-0.082083814
ZNF618,Cytosol,0.466147322
C9orf91,Cytosol,0.334610345
UBN2,Cytosol,0.329771557
BRAF,Cytosol,0.313011152
SLC37A3,Cytosol,-0.464533846
DPYSL5,Cytosol,0.921258043
FAM213B,Cytosol,1.013299991
C12orf43,Cytosol,0.842455092
RER1,Cytosol,-0.24646681
UBXN11,Cytosol,-0.705249572
RHPN1,Cytosol,-0.245962557
CNNM4,Cytosol,-0.154401229
EYA3,Cytosol,0.37749163
MRAS,Cytosol,1.149654246
COLEC12,Cytosol,-0.32031629
CUL4B,Cytosol,0.487394001
MITD1,Cytosol,-1.299952441
EIF5B,Cytosol,0.595678512
TSPAN33,Cytosol,0.013220794
AHCYL2,Cytosol,0.104151441
B4GALT5,Cytosol,0.544295837
TSR2,Cytosol,0.489749592
ZC3H18,Cytosol,0.890867737
TMED4,Cytosol,-0.430492658
PPP1R15B,Cytosol,-0.026153126
AGPAT6,Cytosol,0.106474913
ZSCAN12,Cytosol,0.318927282
ELK4,Cytosol,0.0993811
F11R,Cytosol,0.566519388
ZNF276,Cytosol,-0.095068011
PINK1,Cytosol,0.399845359
B4GALT3,Cytosol,-0.021579388
FAM160B2,Cytosol,0.316072198
CACHD1,Cytosol,-0.175013877
PAXBP1,Cytosol,-0.429037845
IFNAR2,Cytosol,-0.038374189
SON,Cytosol,0.270654344
SV2A,Cytosol,0.311186564
HLCS,Cytosol,0.35376772
ADPGK,Cytosol,-0.361458085
ALDH4A1,Cytosol,0.612637186
STARD9,Cytosol,-0.200030344
UBR1,Cytosol,0.527857514
AMFR,Cytosol,-0.480223661
RSPRY1,Cytosol,0.103388527
ARHGAP35,Cytosol,0.861219613
CALM3,Cytosol,0.827984241
IQCC,Cytosol,0.073707862
BSDC1,Cytosol,0.387549115
ATAD3B,Cytosol,-0.300637614
VMA21,Cytosol,0.039961047
WDR4,Cytosol,-0.029077519
CBS,Cytosol,0.018470644
PDXK,Cytosol,0.354222293
G6PD,Cytosol,0.307018347
AGPAT3,Cytosol,0.504460632
C21orf2,Cytosol,-0.4198693
LRRC3,Cytosol,0.40134753
LSS,Cytosol,0.161446412
VAV2,Cytosol,0.999884022
MCM3AP,Cytosol,0.298958007
C21orf58,Cytosol,0.441704759
PCNT,Cytosol,0.164729731
DIP2A,Cytosol,0.178557766
ZNF714,Cytosol,0.539341296
PKN3,Cytosol,0.272046272
TAOK1,Cytosol,0.311732177
SIK3,Cytosol,0.316532168
PCSK7,Cytosol,0.256388344
CHTOP,Cytosol,-0.45342057
ZBTB7B,Cytosol,0.812556713
NLRX1,Cytosol,0.237805965
ANO10,Cytosol,-0.251128821
SLC25A44,Cytosol,0.491906951
NBEAL2,Cytosol,-0.213832896
IER2,Cytosol,0.36871428
ZNF394,Cytosol,0.006379421
CPSF4,Cytosol,-0.065866879
TONSL,Cytosol,-0.163572538
MUM1,Cytosol,0.262349716
RECQL4,Cytosol,-0.017672173
LRRC14,Cytosol,0.473872752
PPP1R16A,Cytosol,0.420192349
C5orf45,Cytosol,-0.255702596
MFSD12,Cytosol,-0.171127838
FDXR,Cytosol,0.093780196
ALDH16A1,Cytosol,-0.597024313
ITGA5,Cytosol,-0.223188137
ZNF385A,Cytosol,0.388527317
MPP3,Cytosol,-1.029362816
EMC10,Cytosol,-0.27618284
FAM171A2,Cytosol,0.05012972
DBF4B,Cytosol,0.453112992
LARP4,Cytosol,0.353129418
LEMD2,Cytosol,0.100478662
WDR90,Cytosol,-0.806991565
C16orf59,Cytosol,-0.294739464
AMDHD2,Cytosol,0.025095468
PAQR4,Cytosol,0.598517011
ADCY9,Cytosol,0.322215635
CLPB,Cytosol,0.386220297
NEU3,Cytosol,0.437775667
CYB561A3,Cytosol,0.285234703
TAF6L,Cytosol,-0.275641359
LRP5,Cytosol,-0.196551099
ZYG11B,Cytosol,0.350245657
PPAP2B,Cytosol,-0.175223076
PRKAA2,Cytosol,0.243747893
KLHL21,Cytosol,0.236046791
GMEB1,Cytosol,0.369959381
SEPN1,Cytosol,-0.073163958
AK4,Cytosol,0.455020941
RAVER2,Cytosol,-0.222083493
PDPN,Cytosol,0.024933447
SDC3,Cytosol,0.566058985
KIAA1522,Cytosol,0.730494563
C1orf86,Cytosol,-0.185388728
NFIA,Cytosol,0.0791916
OMA1,Cytosol,-0.652156409
MYSM1,Cytosol,0.092691871
FUBP1,Cytosol,-0.090577481
DNAJB4,Cytosol,-0.051885391
FAM102B,Cytosol,0.492797171
ATXN7L2,Cytosol,-0.047442345
ZNF326,Cytosol,0.015625838
EXTL2,Cytosol,-0.604742878
SLC30A7,Cytosol,-0.635148319
PEA15,Cytosol,1.104477763
NCSTN,Cytosol,-0.611172618
VANGL2,Cytosol,0.386138588
FLVCR1,Cytosol,-0.392132048
RBM15,Cytosol,0.418551173
BPNT1,Cytosol,0.340413295
BROX,Cytosol,0.0519334
ACP6,Cytosol,-0.093999625
PPP1R21,Cytosol,0.477586138
B3GALNT2,Cytosol,0.214567164
C2orf47,Cytosol,-1.363807635
ARL5A,Cytosol,-0.222416507
SGCB,Cytosol,-0.012143945
SMARCAD1,Cytosol,0.321423745
RNF149,Cytosol,-0.912764293
FZD5,Cytosol,0.28797364
DCAF16,Cytosol,0.343271579
PAQR3,Cytosol,-0.463018677
ANTXR2,Cytosol,-0.313196023
PBXIP1,Cytosol,-0.25937748
PYGO2,Cytosol,0.759626729
HIPK1,Cytosol,0.575281499
KBTBD8,Cytosol,0.290251256
EOGT,Cytosol,-0.463323013
POGLUT1,Cytosol,-0.525272971
ATP1A1,Cytosol,-0.505324347
EIF4E3,Cytosol,0.208494622
LRRC58,Cytosol,0.235068463
FSTL1,Cytosol,0.360052499
KRTCAP2,Cytosol,-0.888087943
KIAA1524,Cytosol,0.014629061
TGFBR2,Cytosol,-0.31514593
ANKZF1,Cytosol,-0.460563635
STT3B,Cytosol,-0.648491683
PPM1L,Cytosol,0.422170908
RYBP,Cytosol,0.507200444
PPP4R2,Cytosol,-0.183652113
C3orf17,Cytosol,-0.200727622
SPICE1,Cytosol,0.12742872
WDFY3,Cytosol,0.528024373
ATXN7,Cytosol,0.171608466
PPM1K,Cytosol,0.117450544
CCNL1,Cytosol,-1.033638234
RPP14,Cytosol,0.556637585
ABHD6,Cytosol,-0.084583914
CRELD1,Cytosol,-0.2173184
U2SURP,Cytosol,0.210447648
TTC14,Cytosol,-0.676157882
SNRK,Cytosol,0.310434518
SLC4A1AP,Cytosol,0.115878519
ZDHHC3,Cytosol,0.261227819
FYCO1,Cytosol,0.369203408
YEATS2,Cytosol,0.537966411
SNIP1,Cytosol,-0.101451177
TMEM41A,Cytosol,-0.09294228
RPN1,Cytosol,-0.890797841
SFMBT1,Cytosol,0.614695594
PBRM1,Cytosol,0.488438342
FAM208A,Cytosol,0.311379178
ARHGEF3,Cytosol,0.710899268
UBXN7,Cytosol,0.503430773
ZNF691,Cytosol,0.055580403
SGMS2,Cytosol,0.15950163
DNAJB14,Cytosol,0.103682731
ZNF589,Cytosol,0.377865316
SHISA5,Cytosol,0.43879703
INTU,Cytosol,-0.048216891
RNF123,Cytosol,-0.007594707
MFSD8,Cytosol,-0.304716724
C4orf29,Cytosol,0.361010283
RAD54L2,Cytosol,0.48256598
MAP9,Cytosol,-0.010572307
CEP44,Cytosol,-0.046610455
ABCE1,Cytosol,0.056395242
TMEM184C,Cytosol,0.28729027
TMEM161B,Cytosol,-1.253523112
ELOVL7,Cytosol,-0.355678015
LMBRD2,Cytosol,-0.451638713
NIPBL,Cytosol,0.327899232
SLC25A46,Cytosol,-0.09679343
STARD4,Cytosol,0.031907084
PGGT1B,Cytosol,0.004480659
NDUFS4,Cytosol,-1.233045683
ARSK,Cytosol,-0.560931445
GPX8,Cytosol,0.044384241
SERINC5,Cytosol,0.310003146
GFM2,Cytosol,-0.2006284
CCDC127,Cytosol,0.027364511
SEPT8,Cytosol,0.864547342
DCBLD1,Cytosol,-0.065696866
PDSS2,Cytosol,0.176135196
STXBP5,Cytosol,0.216228627
DAGLB,Cytosol,-0.331896668
GALNT10,Cytosol,0.319926551
ZNF12,Cytosol,-0.047424765
USP49,Cytosol,0.090315688
ZNF704,Cytosol,0.297758876
LMTK2,Cytosol,0.097739825
CTSB,Cytosol,-0.221867771
ADCY1,Cytosol,0.669337387
EN2,Cytosol,0.573314363
SUN1,Cytosol,-0.289163818
OXR1,Cytosol,-0.137971414
SLC4A2,Cytosol,0.008310063
FASTK,Cytosol,-0.342268509
TMUB1,Cytosol,0.261930099
C7orf55,Cytosol,-1.128199036
FOXK1,Cytosol,0.609819742
FZD6,Cytosol,-0.513007817
KIAA1429,Cytosol,0.534118702
TMEM67,Cytosol,-0.976659733
SNAPC3,Cytosol,-0.039022632
KIAA1161,Cytosol,0.528678279
METTL2B,Cytosol,0.305864144
HGSNAT,Cytosol,0.011151157
RASEF,Cytosol,0.613285713
ANKS6,Cytosol,0.19556302
TMEM246,Cytosol,-0.008655473
ZHX1,Cytosol,0.467365524
KIAA1958,Cytosol,0.350349945
PIGA,Cytosol,-0.039124008
WNK2,Cytosol,0.167022304
ATP7A,Cytosol,-0.05311781
PIGO,Cytosol,-0.967223745
BRWD3,Cytosol,0.824704965
SLITRK5,Cytosol,0.283365597
DDX26B,Cytosol,-0.132609237
MARCH8,Cytosol,0.5716342
GTF2A1,Cytosol,0.583299347
ZCCHC24,Cytosol,0.82358451
REEP3,Cytosol,-0.202305255
MICU2,Cytosol,-0.913602536
PCF11,Cytosol,0.362898491
PKNOX2,Cytosol,1.067554325
ZNF22,Cytosol,-0.487380154
RPUSD4,Cytosol,-0.041940492
ARF6,Cytosol,0.375094377
TTC8,Cytosol,-0.515484503
CDX2,Cytosol,0.903711633
BEND7,Cytosol,0.258183335
TAF3,Cytosol,0.616651365
PDZD8,Cytosol,0.25080654
ZNF503,Cytosol,0.264324058
FAM175B,Cytosol,0.264003973
QSOX2,Cytosol,-0.292093688
NSD1,Cytosol,0.700114484
SNAPC4,Cytosol,-0.007308809
PMPCA,Cytosol,-0.221803317
SDCCAG3,Cytosol,0.283763442
TSC1,Cytosol,0.426546886
FAM69B,Cytosol,-0.184049158
KIAA1462,Cytosol,0.694045681
ZNF219,Cytosol,0.231055502
METTL3,Cytosol,-0.476231114
HSPA12A,Cytosol,0.285344197
TC2N,Cytosol,0.56998219
CPSF2,Cytosol,0.487418264
ARL5B,Cytosol,0.17319183
TAF1D,Cytosol,-1.15059031
HTRA1,Cytosol,-0.678725419
CEP57,Cytosol,-0.341810548
JAM3,Cytosol,0.187014504
HIF1AN,Cytosol,0.355277886
ZFYVE19,Cytosol,0.404402858
FBN1,Cytosol,-0.444693603
BAG5,Cytosol,0.276687753
GABRB3,Cytosol,0.066042645
SGPL1,Cytosol,0.346896882
FRS2,Cytosol,0.463054964
ZNF202,Cytosol,0.056238187
STXBP4,Cytosol,0.216091151
CUL5,Cytosol,0.294773656
WBP1L,Cytosol,0.785549435
TRIM44,Cytosol,0.917645373
TPP1,Cytosol,-0.655560199
C11orf74,Cytosol,-0.731197894
TUB,Cytosol,0.370781916
RNF169,Cytosol,0.392186438
PRTG,Cytosol,-0.019120372
TMEM41B,Cytosol,-0.252608154
TMX3,Cytosol,-0.55836233
WEE1,Cytosol,-0.360773421
ZNF3,Cytosol,0.032442561
RIMKLB,Cytosol,-0.172267923
TMED3,Cytosol,-0.408872724
NDEL1,Cytosol,0.293353974
BLCAP,Cytosol,0.051185924
CASC4,Cytosol,0.059810369
AP1G1,Cytosol,0.590738299
KIF7,Cytosol,0.000615861
PEX11A,Cytosol,0.315799801
ZBTB39,Cytosol,0.497565511
TMEM194A,Cytosol,0.13752213
SMAD3,Cytosol,0.631572392
MAP1A,Cytosol,1.376187468
MBD6,Cytosol,0.03136846
PDIA3,Cytosol,-0.702729242
ACSF2,Cytosol,-0.348416138
COQ4,Cytosol,-0.450530924
SLC27A4,Cytosol,-0.069617749
CERCAM,Cytosol,-0.178082457
DOLPP1,Cytosol,0.074390767
GPRC5B,Cytosol,0.243782657
CRK,Cytosol,0.478679492
FBXO22,Cytosol,-0.553798704
TBC1D2B,Cytosol,0.723164626
CDK12,Cytosol,0.488107043
ENGASE,Cytosol,-0.086079541
TBC1D16,Cytosol,0.456437335
ENTHD2,Cytosol,-0.504779709
STIM1,Cytosol,0.173989216
IRGQ,Cytosol,0.621575831
PPP2R3B,Cytosol,-0.329078002
ZNF646,Cytosol,0.514256947
MIDN,Cytosol,0.598635201
MVD,Cytosol,0.023367528
ANKRD11,Cytosol,0.203012775
SPATA33,Cytosol,0.305133079
ZNF641,Cytosol,0.76847172
DHRS13,Cytosol,-0.187527428
TP53I13,Cytosol,-0.849769208
KMT2D,Cytosol,0.58872134
C19orf55,Cytosol,0.236743755
LENG8,Cytosol,-0.542543549
ZNF146,Cytosol,0.066865334
ZNF444,Cytosol,0.444330041
FAM57A,Cytosol,-0.171007904
SLC43A2,Cytosol,0.379890188
SRR,Cytosol,-0.050569569
GHDC,Cytosol,-0.616415451
ITFG3,Cytosol,0.272268359
ZNF598,Cytosol,0.014860419
E4F1,Cytosol,-0.436811848
ABCA3,Cytosol,-0.011080647
SRRM2,Cytosol,0.244399944
LTBP3,Cytosol,0.019072346
SAC3D1,Cytosol,-0.156591182
SF1,Cytosol,0.371737153
PAFAH1B2,Cytosol,0.696599449
ANKS3,Cytosol,-0.11406314
SETD5,Cytosol,0.56478759
HOOK3,Cytosol,0.279414075
RBPJ,Cytosol,0.329997438
TTC39C,Cytosol,0.096674456
KIF5C,Cytosol,0.183521826
MGAT2,Cytosol,-0.231418758
BMI1,Cytosol,-0.677795158
KCTD6,Cytosol,-0.857666595
TAP1,Cytosol,-0.256579479
ING5,Cytosol,0.422927138
ATG4B,Cytosol,0.040767175
SOGA2,Cytosol,0.390131148
SNRNP48,Cytosol,0.512892172
SLC20A2,Cytosol,-0.308968318
TMUB2,Cytosol,-0.199344374
STAT3,Cytosol,0.988672376
ADAM9,Cytosol,-0.667059155
PKIG,Cytosol,-0.200260152
SEMA4C,Cytosol,0.127509204
CNNM3,Cytosol,-0.210288179
TET2,Cytosol,0.446925443
TCTN2,Cytosol,-0.326728299
TSPAN5,Cytosol,-0.131198341
ZBTB5,Cytosol,0.496556745
SNTB2,Cytosol,0.287674642
ZNF507,Cytosol,0.403722523
STX18,Cytosol,0.006628685
GFM1,Cytosol,-0.642271629
ANKRD49,Cytosol,-0.540937656
MAT2A,Cytosol,-0.29451621
ZNF608,Cytosol,0.722079272
LETM1,Cytosol,0.271527762
TMEM129,Cytosol,0.555422589
FEM1B,Cytosol,0.247447635
HNRNPH1,Cytosol,-0.891750688
MECP2,Cytosol,0.676850701
UPF3A,Cytosol,-0.392900253
CHST14,Cytosol,-0.104590843
PARM1,Cytosol,0.242938374
CSNK1G1,Cytosol,0.64213047
ZBTB43,Cytosol,0.147648158
GPRIN1,Cytosol,0.751548719
MRPL1,Cytosol,-0.770597872
SLC33A1,Cytosol,-0.548703448
SDC2,Cytosol,-0.470941857
MMGT1,Cytosol,-0.519563608
CLIC4,Cytosol,0.03966411
CCDC8,Cytosol,0.829280478
INO80E,Cytosol,-0.053235953
DFFB,Cytosol,-0.016267512
ANTXR1,Cytosol,-0.169451168
CKAP2L,Cytosol,0.459288779
C15orf40,Cytosol,-0.650509935
HIC2,Cytosol,0.706896122
LUZP1,Cytosol,0.741915329
HEXDC,Cytosol,-0.56609041
LRRC45,Cytosol,-0.164875867
ASPSCR1,Cytosol,-0.454379652
TAPT1,Cytosol,-0.444976425
CSGALNACT2,Cytosol,0.154561858
PCDH7,Cytosol,0.204914773
ROBO1,Cytosol,-0.188826309
P2RY1,Cytosol,0.167977336
TPST1,Cytosol,0.046303815
TOR1AIP2,Cytosol,0.308507439
OTUD3,Cytosol,0.299625814
GUSB,Cytosol,-1.028482319
BRD3,Cytosol,0.889411295
MAP3K2,Cytosol,0.33140818
NLGN2,Cytosol,0.128491026
ALCAM,Cytosol,-0.305268377
YWHAG,Cytosol,0.787295707
TMEM192,Cytosol,0.40835185
ZNF778,Cytosol,0.502875056
NIPA1,Cytosol,0.216386677
SIK2,Cytosol,0.609789581
RNF150,Cytosol,0.215613906
ZNF212,Cytosol,0.223857109
FAM161A,Cytosol,0.419292751
CRTAP,Cytosol,-0.297973973
PRDM10,Cytosol,0.445550692
FOS,Cytosol,0.841401209
TMED10,Cytosol,-0.605039462
SLC30A1,Cytosol,-0.580032875
DNAJC18,Cytosol,0.434868132
RALGAPB,Cytosol,0.452819446
LONRF2,Cytosol,0.67503588
ELOVL6,Cytosol,0.045511983
ARL6IP1,Cytosol,-0.380136132
CDH2,Cytosol,-0.282678637
EMB,Cytosol,-0.352988321
STAT2,Cytosol,0.552092979
